"Code postal","Localité","Sous-commune","Commune Principale","Province"
1350,"Jauche","Oui","Orp-Jauche","Brabant Wallon"
1350,"Marilles","Oui","Orp-Jauche","Brabant Wallon"
1350,"Noduwez","Oui","Orp-Jauche","Brabant Wallon"
1350,"Orp-le-Grand","Oui","Orp-Jauche","Brabant Wallon"
1110,"OTAN",,"Otan",
1340,"Ottignies","Oui","Ottignies-Louvain-La-Neuve","Brabant Wallon"
1341,"Céroux-Mousty","Oui","Ottignies-Louvain-La-Neuve","Brabant Wallon"
1342,"Limelette","Oui","Ottignies-Louvain-La-Neuve","Brabant Wallon"
1348,"Louvain-la-Neuve","Oui","Ottignies-Louvain-La-Neuve","Brabant Wallon"
3050,"Oud-Heverlee","Non","Oud-Heverlee","Brabant Flamand"
3051,"Sint-Joris-Weert","Oui","Oud-Heverlee","Brabant Flamand"
3052,"Blanden","Oui","Oud-Heverlee","Brabant Flamand"
3053,"Haasrode","Oui","Oud-Heverlee","Brabant Flamand"
3054,"Vaalbeek","Oui","Oud-Heverlee","Brabant Flamand"
2360,"Oud-Turnhout","Non","Oud-Turnhout","Anvers"
9700,"Oudenaarde","Non","Oudenaarde","Flandre Orientale"
9700,"Bevere","Oui","Oudenaarde","Flandre Orientale"
9700,"Edelare","Oui","Oudenaarde","Flandre Orientale"
9700,"Eine","Oui","Oudenaarde","Flandre Orientale"
9700,"Ename","Oui","Oudenaarde","Flandre Orientale"
9700,"Heurne","Oui","Oudenaarde","Flandre Orientale"
9700,"Leupegem","Oui","Oudenaarde","Flandre Orientale"
9700,"Mater","Oui","Oudenaarde","Flandre Orientale"
9700,"Melden","Oui","Oudenaarde","Flandre Orientale"
9700,"Mullem","Oui","Oudenaarde","Flandre Orientale"
9700,"Nederename","Oui","Oudenaarde","Flandre Orientale"
9700,"Ooike","Oui","Oudenaarde","Flandre Orientale"
9700,"Volkegem","Oui","Oudenaarde","Flandre Orientale"
9700,"Welden","Oui","Oudenaarde","Flandre Orientale"
8460,"Oudenburg","Non","Oudenburg","Flandre Occidentale"
8460,"Ettelgem","Oui","Oudenburg","Flandre Occidentale"
8460,"Roksem","Oui","Oudenburg","Flandre Occidentale"
8460,"Westkerke","Oui","Oudenburg","Flandre Occidentale"
3660,"Opglabbeek","Oui","Oudsbergen","Limbourg"
3670,"Ellikom","Oui","Oudsbergen","Limbourg"
3670,"Gruitrode","Oui","Oudsbergen","Limbourg"
3670,"Meeuwen","Oui","Oudsbergen","Limbourg"
3670,"Neerglabbeek","Oui","Oudsbergen","Limbourg"
3670,"Wijshagen","Oui","Oudsbergen","Limbourg"
4590,"Ouffet","Non","Ouffet","Liege"
4590,"Ellemelle","Oui","Ouffet","Liege"
4590,"Warzée","Oui","Ouffet","Liege"
4680,"Oupeye","Non","Oupeye","Liege"
4680,"Hermée","Oui","Oupeye","Liege"
4681,"Hermalle-sous-Argenteau","Oui","Oupeye","Liege"
4682,"Heure-le-Romain","Oui","Oupeye","Liege"
4682,"Houtain-Saint-Siméon","Oui","Oupeye","Liege"
4683,"Vivegnis","Oui","Oupeye","Liege"
4684,"Haccourt","Oui","Oupeye","Liege"
3090,"Overijse","Non","Overijse","Brabant Flamand"
6850,"Paliseul","Non","Paliseul","Luxembourg"
6850,"Carlsbourg","Oui","Paliseul","Luxembourg"
6850,"Offagne","Oui","Paliseul","Luxembourg"
6851,"Nollevaux","Oui","Paliseul","Luxembourg"
6852,"Maissin","Oui","Paliseul","Luxembourg"
6852,"Opont","Oui","Paliseul","Luxembourg"
6853,"Framont","Oui","Paliseul","Luxembourg"
6856,"Fays-les-Veneurs","Oui","Paliseul","Luxembourg"
1012,"Parlement de la Communauté française",,"Parlement De La Communauté Française",
1047,"Parlement Européen",,"Parlement Européen",
5012,"Parlement Wallon",,"Parlement Wallon",
7740,"Pecq","Non","Pecq","Hainaut"
7740,"Warcoing","Oui","Pecq","Hainaut"
7742,"Hérinnes-lez-Pecq","Oui","Pecq","Hainaut"
7743,"Esquelmes","Oui","Pecq","Hainaut"
7743,"Obigies","Oui","Pecq","Hainaut"
3990,"Peer","Non","Peer","Limbourg"
3990,"Grote-Brogel","Oui","Peer","Limbourg"
3990,"Kleine-Brogel","Oui","Peer","Limbourg"
3990,"Wijchmaal","Oui","Peer","Limbourg"
3900,"Overpelt","Oui","Pelt","Limbourg"
3910,"Neerpelt","Oui","Pelt","Limbourg"
3910,"Sint-Huibrechts-Lille","Oui","Pelt","Limbourg"
1670,"Pepingen","Non","Pepingen","Brabant Flamand"
1670,"Bogaarden","Oui","Pepingen","Brabant Flamand"
1670,"Heikruis","Oui","Pepingen","Brabant Flamand"
1671,"Elingen","Oui","Pepingen","Brabant Flamand"
1673,"Beert","Oui","Pepingen","Brabant Flamand"
1674,"Bellingen","Oui","Pepingen","Brabant Flamand"
4860,"Pepinster","Non","Pepinster","Liege"
4860,"Cornesse","Oui","Pepinster","Liege"
4860,"Wegnez","Oui","Pepinster","Liege"
4861,"Soiron","Oui","Pepinster","Liege"
7600,"Péruwelz","Non","Péruwelz","Hainaut"
7601,"Roucourt","Oui","Péruwelz","Hainaut"
7602,"Bury","Oui","Péruwelz","Hainaut"
7603,"Bon-Secours","Oui","Péruwelz","Hainaut"
7604,"Baugnies","Oui","Péruwelz","Hainaut"
7604,"Braffe","Oui","Péruwelz","Hainaut"
7604,"Brasménil","Oui","Péruwelz","Hainaut"
7604,"Callenelle","Oui","Péruwelz","Hainaut"
7604,"Wasmes-Audemez-Briffoeil","Oui","Péruwelz","Hainaut"
7608,"Wiers","Oui","Péruwelz","Hainaut"
1360,"Perwez","Non","Perwez","Brabant Wallon"
1360,"Malèves-Sainte-Marie-Wastinnes","Oui","Perwez","Brabant Wallon"
1360,"Orbais","Oui","Perwez","Brabant Wallon"
1360,"Thorembais-les-Béguines","Oui","Perwez","Brabant Wallon"
1360,"Thorembais-Saint-Trond","Oui","Perwez","Brabant Wallon"
5600,"Philippeville","Non","Philippeville","Namur"
5600,"Fagnolle","Oui","Philippeville","Namur"
5600,"Franchimont","Oui","Philippeville","Namur"
5600,"Jamagne","Oui","Philippeville","Namur"
5600,"Jamiolle","Oui","Philippeville","Namur"
5600,"Merlemont","Oui","Philippeville","Namur"
5600,"Neuville","Oui","Philippeville","Namur"
5600,"Omezée","Oui","Philippeville","Namur"
5600,"Roly","Oui","Philippeville","Namur"
5600,"Romedenne","Oui","Philippeville","Namur"
5600,"Samart","Oui","Philippeville","Namur"
5600,"Sart-en-Fagne","Oui","Philippeville","Namur"
5600,"Sautour","Oui","Philippeville","Namur"
5600,"Surice","Oui","Philippeville","Namur"
5600,"Villers-en-Fagne","Oui","Philippeville","Namur"
5600,"Villers-le-Gambon","Oui","Philippeville","Namur"
5600,"Vodecée","Oui","Philippeville","Namur"
8740,"Pittem","Non","Pittem","Flandre Occidentale"
8740,"Egem","Oui","Pittem","Flandre Occidentale"
4850,"Montzen","Oui","Plombières","Liege"
4850,"Moresnet","Oui","Plombières","Liege"
4851,"Gemmenich","Oui","Plombières","Liege"
4851,"Sippenaeken","Oui","Plombières","Liege"
4852,"Hombourg","Oui","Plombières","Liege"
6230,"Pont-à-Celles","Non","Pont-À-Celles","Hainaut"
6230,"Buzet","Oui","Pont-À-Celles","Hainaut"
6230,"Obaix","Oui","Pont-À-Celles","Hainaut"
6230,"Thiméon","Oui","Pont-À-Celles","Hainaut"
6230,"Viesville","Oui","Pont-À-Celles","Hainaut"
6238,"Liberchies","Oui","Pont-À-Celles","Hainaut"
6238,"Luttre","Oui","Pont-À-Celles","Hainaut"
8970,"Poperinge","Non","Poperinge","Flandre Occidentale"
8970,"Reningelst","Oui","Poperinge","Flandre Occidentale"
8972,"Krombeke","Oui","Poperinge","Flandre Occidentale"
8972,"Proven","Oui","Poperinge","Flandre Occidentale"
8972,"Roesbrugge-Haringe","Oui","Poperinge","Flandre Occidentale"
8978,"Watou","Oui","Poperinge","Flandre Occidentale"
1100,"Postcheque",,"Postcheque",
5170,"Profondeville","Non","Profondeville","Namur"
5170,"Arbre","Oui","Profondeville","Namur"
5170,"Bois-de-Villers","Oui","Profondeville","Namur"
5170,"Lesve","Oui","Profondeville","Namur"
5170,"Lustin","Oui","Profondeville","Namur"
5170,"Rivière","Oui","Profondeville","Namur"
2580,"Putte","Non","Putte","Anvers"
2580,"Beerzel","Oui","Putte","Anvers"
2870,"Breendonk","Oui","Puurs-Sint-Amands","Anvers"
2870,"Liezele","Oui","Puurs-Sint-Amands","Anvers"
2870,"Puurs","Oui","Puurs-Sint-Amands","Anvers"
2870,"Ruisbroek","Oui","Puurs-Sint-Amands","Anvers"
2890,"Lippelo","Oui","Puurs-Sint-Amands","Anvers"
2890,"Oppuurs","Oui","Puurs-Sint-Amands","Anvers"
2890,"Sint-Amands","Oui","Puurs-Sint-Amands","Anvers"
7390,"Quaregnon","Non","Quaregnon","Hainaut"
7390,"Wasmuel","Oui","Quaregnon","Hainaut"
7040,"Asquillies","Oui","Quévy","Hainaut"
7040,"Aulnois","Oui","Quévy","Hainaut"
7040,"Blaregnies","Oui","Quévy","Hainaut"
7040,"Bougnies","Oui","Quévy","Hainaut"
7040,"Genly","Oui","Quévy","Hainaut"
7040,"Goegnies-Chaussée","Oui","Quévy","Hainaut"
7040,"Quévy-le-Grand","Oui","Quévy","Hainaut"
7040,"Quévy-le-Petit","Oui","Quévy","Hainaut"
7041,"Givry","Oui","Quévy","Hainaut"
7041,"Havay","Oui","Quévy","Hainaut"
7380,"Quiévrain","Non","Quiévrain","Hainaut"
7380,"Baisieux","Oui","Quiévrain","Hainaut"
7382,"Audregnies","Oui","Quiévrain","Hainaut"
1006,"Raad van de Vlaamse Gemeenschapscommissie ",,"Raad Van De Vlaamse Gemeenschapscommissie ",
4730,"Raeren","Non","Raeren","Liege"
4730,"Hauset","Oui","Raeren","Liege"
4731,"Eynatten","Oui","Raeren","Liege"
1367,"Ramillies","Non","Ramillies","Brabant Wallon"
1367,"Autre-Eglise","Oui","Ramillies","Brabant Wallon"
1367,"Bomal","Oui","Ramillies","Brabant Wallon"
1367,"Geest-Gérompont-Petit-Rosière","Oui","Ramillies","Brabant Wallon"
1367,"Gérompont","Oui","Ramillies","Brabant Wallon"
1367,"Grand-Rosière-Hottomont","Oui","Ramillies","Brabant Wallon"
1367,"Huppaye","Oui","Ramillies","Brabant Wallon"
1367,"Mont-Saint-André","Oui","Ramillies","Brabant Wallon"
2520,"Ranst","Non","Ranst","Anvers"
2520,"Broechem","Oui","Ranst","Anvers"
2520,"Emblem","Oui","Ranst","Anvers"
2520,"Oelegem","Oui","Ranst","Anvers"
2380,"Ravels","Non","Ravels","Anvers"
2381,"Weelde","Oui","Ravels","Anvers"
2382,"Poppel","Oui","Ravels","Anvers"
1430,"Bierghes","Oui","Rebecq","Brabant Wallon"
1430,"Quenast","Oui","Rebecq","Brabant Wallon"
1430,"Rebecq-Rognon","Oui","Rebecq","Brabant Wallon"
4350,"Remicourt","Non","Remicourt","Liege"
4350,"Lamine","Oui","Remicourt","Liege"
4350,"Momalle","Oui","Remicourt","Liege"
4350,"Pousset","Oui","Remicourt","Liege"
4351,"Hodeige","Oui","Remicourt","Liege"
9600,"Renaix","Non","Renaix","Flandre Orientale"
6987,"Rendeux","Non","Rendeux","Luxembourg"
6987,"Beffe","Oui","Rendeux","Luxembourg"
6987,"Hodister","Oui","Rendeux","Luxembourg"
6987,"Marcourt","Oui","Rendeux","Luxembourg"
2470,"Retie","Non","Retie","Anvers"
1640,"Rhode-Saint-Genèse","Non","Rhode-Saint-Genèse","Brabant Flamand"
3770,"Riemst","Non","Riemst","Limbourg"
3770,"Genoelselderen","Oui","Riemst","Limbourg"
3770,"Herderen","Oui","Riemst","Limbourg"
3770,"Kanne","Oui","Riemst","Limbourg"
3770,"Membruggen","Oui","Riemst","Limbourg"
3770,"Millen","Oui","Riemst","Limbourg"
3770,"Val-Meer","Oui","Riemst","Limbourg"
3770,"Vlijtingen","Oui","Riemst","Limbourg"
3770,"Vroenhoven","Oui","Riemst","Limbourg"
3770,"Zichen-Zussen-Bolder","Oui","Riemst","Limbourg"
2310,"Rijkevorsel","Non","Rijkevorsel","Anvers"
1330,"Rixensart","Non","Rixensart","Brabant Wallon"
1331,"Rosières","Oui","Rixensart","Brabant Wallon"
1332,"Genval","Oui","Rixensart","Brabant Wallon"
5580,"Rochefort","Non","Rochefort","Namur"
5580,"Ave-et-Auffe","Oui","Rochefort","Namur"
5580,"Buissonville","Oui","Rochefort","Namur"
5580,"Eprave","Oui","Rochefort","Namur"
5580,"Han-sur-Lesse","Oui","Rochefort","Namur"
5580,"Jemelle","Oui","Rochefort","Namur"
5580,"Lavaux-Sainte-Anne","Oui","Rochefort","Namur"
5580,"Lessive","Oui","Rochefort","Namur"
5580,"Mont-Gauthier","Oui","Rochefort","Namur"
5580,"Villers-sur-Lesse","Oui","Rochefort","Namur"
5580,"Wavreille","Oui","Rochefort","Namur"
8800,"Roeselare","Non","Roeselare","Flandre Occidentale"
8800,"Beveren","Oui","Roeselare","Flandre Occidentale"
8800,"Oekene","Oui","Roeselare","Flandre Occidentale"
8800,"Rumbeke","Oui","Roeselare","Flandre Occidentale"
1760,"Roosdaal","Non","Roosdaal","Brabant Flamand"
1760,"Onze-Lieve-Vrouw-Lombeek","Oui","Roosdaal","Brabant Flamand"
1760,"Pamel","Oui","Roosdaal","Brabant Flamand"
1760,"Strijtem","Oui","Roosdaal","Brabant Flamand"
1761,"Borchtlombeek","Oui","Roosdaal","Brabant Flamand"
3110,"Rotselaar","Non","Rotselaar","Brabant Flamand"
3111,"Wezemaal","Oui","Rotselaar","Brabant Flamand"
3118,"Werchter","Oui","Rotselaar","Brabant Flamand"
6767,"Dampicourt","Oui","Rouvroy","Luxembourg"
6767,"Harnoncourt","Oui","Rouvroy","Luxembourg"
6767,"Lamorteau","Oui","Rouvroy","Luxembourg"
6767,"Torgny","Oui","Rouvroy","Luxembourg"
1044,"RTBF",,"Rtbf",
1033,"RTL-TVI",,"Rtl-Tvi",
8755,"Ruiselede","Non","Ruiselede","Flandre Occidentale"
7610,"Rumes","Non","Rumes","Hainaut"
7611,"La Glanerie","Oui","Rumes","Hainaut"
7618,"Taintignies","Oui","Rumes","Hainaut"
2840,"Rumst","Non","Rumst","Anvers"
2840,"Reet","Oui","Rumst","Anvers"
2840,"Terhagen","Oui","Rumst","Anvers"
5010,"SA SudPresse",,"Sa Sudpresse",
4470,"Saint-Georges-sur-Meuse","Non","Saint-Georges-Sur-Meuse","Liege"
7330,"Saint-Ghislain","Non","Saint-Ghislain","Hainaut"
7331,"Baudour","Oui","Saint-Ghislain","Hainaut"
7332,"Neufmaison","Oui","Saint-Ghislain","Hainaut"
7332,"Sirault","Oui","Saint-Ghislain","Hainaut"
7333,"Tertre","Oui","Saint-Ghislain","Hainaut"
7334,"Hautrage","Oui","Saint-Ghislain","Hainaut"
7334,"Villerot","Oui","Saint-Ghislain","Hainaut"
1060,"Saint-Gilles","Non","Saint-Gilles","Bruxelles"
6870,"Saint-Hubert","Non","Saint-Hubert","Luxembourg"
6870,"Arville","Oui","Saint-Hubert","Luxembourg"
6870,"Awenne","Oui","Saint-Hubert","Luxembourg"
6870,"Hatrival","Oui","Saint-Hubert","Luxembourg"
6870,"Mirwart","Oui","Saint-Hubert","Luxembourg"
6870,"Vesqueville","Oui","Saint-Hubert","Luxembourg"
1210,"Saint-Josse-ten-Noode","Non","Saint-Josse-Ten-Noode","Bruxelles"
6747,"Saint-Léger","Non","Saint-Léger","Luxembourg"
6747,"Châtillon","Oui","Saint-Léger","Luxembourg"
6747,"Meix-le-Tige","Oui","Saint-Léger","Luxembourg"
0612,"Saint-Nicolas",,"Saint-Nicolas",
4420,"Saint-Nicolas","Non","Saint-Nicolas","Liege"
4420,"Montegnée","Oui","Saint-Nicolas","Liege"
4420,"Tilleur","Oui","Saint-Nicolas","Liege"
4780,"Saint-Vith","Non","Saint-Vith","Liege"
4780,"Recht","Oui","Saint-Vith","Liege"
4782,"Schoenberg","Oui","Saint-Vith","Liege"
4783,"Lommersweiler","Oui","Saint-Vith","Liege"
4784,"Crombach","Oui","Saint-Vith","Liege"
6680,"Amberloup","Oui","Sainte-Ode","Luxembourg"
6680,"Tillet","Oui","Sainte-Ode","Luxembourg"
6681,"Lavacherie","Oui","Sainte-Ode","Luxembourg"
5060,"Arsimont","Oui","Sambreville","Namur"
5060,"Auvelais","Oui","Sambreville","Namur"
5060,"Falisolle","Oui","Sambreville","Namur"
5060,"Keumiée","Oui","Sambreville","Namur"
5060,"Moignelée","Oui","Sambreville","Namur"
5060,"Tamines","Oui","Sambreville","Namur"
5060,"Velaine-sur-Sambre","Oui","Sambreville","Namur"
1101,"Scanning",,"Scanning",
1030,"Schaerbeek","Non","Schaerbeek","Bruxelles"
2627,"Schelle","Non","Schelle","Anvers"
3270,"Scherpenheuvel","Oui","Scherpenheuvel-Zichem","Brabant Flamand"
3271,"Averbode","Oui","Scherpenheuvel-Zichem","Brabant Flamand"
3271,"Zichem","Oui","Scherpenheuvel-Zichem","Brabant Flamand"
3272,"Messelbroek","Oui","Scherpenheuvel-Zichem","Brabant Flamand"
3272,"Testelt","Oui","Scherpenheuvel-Zichem","Brabant Flamand"
2970,"Schilde","Non","Schilde","Anvers"
2970,"'s Gravenwezel","Oui","Schilde","Anvers"
2900,"Schoten","Non","Schoten","Anvers"
1009,"Senat de Belgique",,"Senat De Belgique",
7180,"Seneffe","Non","Seneffe","Hainaut"
7181,"Arquennes","Oui","Seneffe","Hainaut"
7181,"Familleureux","Oui","Seneffe","Hainaut"
7181,"Feluy","Oui","Seneffe","Hainaut"
7181,"Petit-Rulx-lez-Nivelles","Oui","Seneffe","Hainaut"
4100,"Seraing","Non","Seraing","Liege"
4100,"Boncelles","Oui","Seraing","Liege"
4101,"Jemeppe-sur-Meuse","Oui","Seraing","Liege"
4102,"Ougrée","Oui","Seraing","Liege"
7010,"SHAPE",,"Shape",
7830,"Silly","Non","Silly","Hainaut"
7830,"Bassilly","Oui","Silly","Hainaut"
7830,"Fouleng","Oui","Silly","Hainaut"
7830,"Gondregnies","Oui","Silly","Hainaut"
7830,"Graty","Oui","Silly","Hainaut"
7830,"Hellebecq","Oui","Silly","Hainaut"
7830,"Hoves","Oui","Silly","Hainaut"
7830,"Thoricourt","Oui","Silly","Hainaut"
9170,"Sint-Gillis-Waas","Non","Sint-Gillis-Waas","Flandre Orientale"
9170,"De Klinge","Oui","Sint-Gillis-Waas","Flandre Orientale"
9170,"Meerdonk","Oui","Sint-Gillis-Waas","Flandre Orientale"
9170,"Sint-Pauwels","Oui","Sint-Gillis-Waas","Flandre Orientale"
2860,"Sint-Katelijne-Waver","Non","Sint-Katelijne-Waver","Anvers"
2861,"Onze-Lieve-Vrouw-Waver","Oui","Sint-Katelijne-Waver","Anvers"
9980,"Sint-Laureins","Non","Sint-Laureins","Flandre Orientale"
9981,"Sint-Margriete","Oui","Sint-Laureins","Flandre Orientale"
9982,"Sint-Jan-in-Eremo","Oui","Sint-Laureins","Flandre Orientale"
9988,"Waterland-Oudeman","Oui","Sint-Laureins","Flandre Orientale"
9988,"Watervliet","Oui","Sint-Laureins","Flandre Orientale"
9520,"Sint-Lievens-Houtem","Non","Sint-Lievens-Houtem","Flandre Orientale"
9520,"Bavegem","Oui","Sint-Lievens-Houtem","Flandre Orientale"
9520,"Oombergen","Oui","Sint-Lievens-Houtem","Flandre Orientale"
9520,"Vlierzele","Oui","Sint-Lievens-Houtem","Flandre Orientale"
9520,"Zonnegem","Oui","Sint-Lievens-Houtem","Flandre Orientale"
9521,"Letterhoutem","Oui","Sint-Lievens-Houtem","Flandre Orientale"
9830,"Sint-Martens-Latem","Non","Sint-Martens-Latem","Flandre Orientale"
9831,"Deurle","Oui","Sint-Martens-Latem","Flandre Orientale"
9100,"Sint-Niklaas","Non","Sint-Niklaas","Flandre Orientale"
9100,"Nieuwkerken-Waas","Oui","Sint-Niklaas","Flandre Orientale"
9111,"Belsele","Oui","Sint-Niklaas","Flandre Orientale"
9112,"Sinaai-Waas","Oui","Sint-Niklaas","Flandre Orientale"
1600,"Sint-Pieters-Leeuw","Non","Sint-Pieters-Leeuw","Brabant Flamand"
1600,"Oudenaken","Oui","Sint-Pieters-Leeuw","Brabant Flamand"
1600,"Sint-Laureins-Berchem","Oui","Sint-Pieters-Leeuw","Brabant Flamand"
1601,"Ruisbroek","Oui","Sint-Pieters-Leeuw","Brabant Flamand"
1602,"Vlezenbeek","Oui","Sint-Pieters-Leeuw","Brabant Flamand"
3800,"Sint-Truiden","Non","Sint-Truiden","Limbourg"
3800,"Aalst","Oui","Sint-Truiden","Limbourg"
3800,"Brustem","Oui","Sint-Truiden","Limbourg"
3800,"Engelmanshoven","Oui","Sint-Truiden","Limbourg"
3800,"Gelinden","Oui","Sint-Truiden","Limbourg"
3800,"Groot-Gelmen","Oui","Sint-Truiden","Limbourg"
3800,"Halmaal","Oui","Sint-Truiden","Limbourg"
3800,"Kerkom-bij-Sint-Truiden","Oui","Sint-Truiden","Limbourg"
3800,"Ordingen","Oui","Sint-Truiden","Limbourg"
3800,"Zepperen","Oui","Sint-Truiden","Limbourg"
3803,"Duras","Oui","Sint-Truiden","Limbourg"
3803,"Gorsem","Oui","Sint-Truiden","Limbourg"
3803,"Runkelen","Oui","Sint-Truiden","Limbourg"
3803,"Wilderen","Oui","Sint-Truiden","Limbourg"
3806,"Velm","Oui","Sint-Truiden","Limbourg"
6470,"Grandrieu","Oui","Sivry-Rance","Hainaut"
6470,"Montbliart","Oui","Sivry-Rance","Hainaut"
6470,"Rance","Oui","Sivry-Rance","Hainaut"
6470,"Sautin","Oui","Sivry-Rance","Hainaut"
6470,"Sivry","Oui","Sivry-Rance","Hainaut"
7060,"Soignies","Non","Soignies","Hainaut"
7060,"Horrues","Oui","Soignies","Hainaut"
7061,"Casteau","Oui","Soignies","Hainaut"
7061,"Thieusies","Oui","Soignies","Hainaut"
7062,"Naast","Oui","Soignies","Hainaut"
7063,"Chaussée-Notre-Dame-Louvignies","Oui","Soignies","Hainaut"
7063,"Neufvilles","Oui","Soignies","Hainaut"
5140,"Sombreffe","Non","Sombreffe","Namur"
5140,"Boignée","Oui","Sombreffe","Namur"
5140,"Ligny","Oui","Sombreffe","Namur"
5140,"Tongrinne","Oui","Sombreffe","Namur"
5377,"Somme-Leuze","Non","Somme-Leuze","Namur"
5377,"Baillonville","Oui","Somme-Leuze","Namur"
5377,"Bonsin","Oui","Somme-Leuze","Namur"
5377,"Heure","Oui","Somme-Leuze","Namur"
5377,"Hogne","Oui","Somme-Leuze","Namur"
5377,"Nettinne","Oui","Somme-Leuze","Namur"
5377,"Noiseux","Oui","Somme-Leuze","Namur"
5377,"Sinsin","Oui","Somme-Leuze","Namur"
5377,"Waillet","Oui","Somme-Leuze","Namur"
4630,"Soumagne","Non","Soumagne","Liege"
4630,"Ayeneux","Oui","Soumagne","Liege"
4630,"Micheroux","Oui","Soumagne","Liege"
4630,"Tignée","Oui","Soumagne","Liege"
4631,"Evegnée","Oui","Soumagne","Liege"
4632,"Cérexhe-Heuseux","Oui","Soumagne","Liege"
4633,"Melen","Oui","Soumagne","Liege"
4900,"Spa","Non","Spa","Liege"
1212,"SPF Mobilité",,"Spf Mobilité",
4140,"Sprimont","Non","Sprimont","Liege"
4140,"Dolembreux","Oui","Sprimont","Liege"
4140,"Gomzé-Andoumont","Oui","Sprimont","Liege"
4140,"Rouvreux","Oui","Sprimont","Liege"
4141,"Louveigné","Oui","Sprimont","Liege"
2940,"Stabroek","Non","Stabroek","Anvers"
2940,"Hoevenen","Oui","Stabroek","Anvers"
8840,"Staden","Non","Staden","Flandre Occidentale"
8840,"Oostnieuwkerke","Oui","Staden","Flandre Occidentale"
8840,"Westrozebeke","Oui","Staden","Flandre Occidentale"
4970,"Stavelot","Non","Stavelot","Liege"
4970,"Francorchamps","Oui","Stavelot","Liege"
1820,"Steenokkerzeel","Non","Steenokkerzeel","Brabant Flamand"
1820,"Melsbroek","Oui","Steenokkerzeel","Brabant Flamand"
1820,"Perk","Oui","Steenokkerzeel","Brabant Flamand"
9190,"Stekene","Non","Stekene","Flandre Orientale"
9190,"Kemzeke","Oui","Stekene","Flandre Orientale"
4987,"Stoumont","Non","Stoumont","Liege"
4987,"Chevron","Oui","Stoumont","Liege"
4987,"La Gleize","Oui","Stoumont","Liege"
4987,"Lorcé","Oui","Stoumont","Liege"
4987,"Rahier","Oui","Stoumont","Liege"
6927,"Tellin","Non","Tellin","Luxembourg"
6927,"Bure","Oui","Tellin","Luxembourg"
6927,"Grupont","Oui","Tellin","Luxembourg"
6927,"Resteigne","Oui","Tellin","Luxembourg"
9140,"Temse","Non","Temse","Flandre Orientale"
9140,"Elversele","Oui","Temse","Flandre Orientale"
9140,"Steendorp","Oui","Temse","Flandre Orientale"
9140,"Tielrode","Oui","Temse","Flandre Orientale"
6970,"Tenneville","Non","Tenneville","Luxembourg"
6971,"Champlon","Oui","Tenneville","Luxembourg"
6972,"Erneuville","Oui","Tenneville","Luxembourg"
1740,"Ternat","Non","Ternat","Brabant Flamand"
1741,"Wambeek","Oui","Ternat","Brabant Flamand"
1742,"Sint-Katherina-Lombeek","Oui","Ternat","Brabant Flamand"
3080,"Tervuren","Non","Tervuren","Brabant Flamand"
3080,"Duisburg","Oui","Tervuren","Brabant Flamand"
3080,"Vossem","Oui","Tervuren","Brabant Flamand"
3980,"Tessenderlo","Non","Tessenderlo","Limbourg"
4910,"Theux","Non","Theux","Liege"
4910,"La Reid","Oui","Theux","Liege"
4910,"Polleur","Oui","Theux","Liege"
4890,"Clermont","Oui","Thimister-Clermont","Liege"
4890,"Thimister","Oui","Thimister-Clermont","Liege"
6530,"Thuin","Non","Thuin","Hainaut"
6530,"Leers-et-Fosteau","Oui","Thuin","Hainaut"
6531,"Biesme-sous-Thuin","Oui","Thuin","Hainaut"
6532,"Ragnies","Oui","Thuin","Hainaut"
6533,"Biercée","Oui","Thuin","Hainaut"
6534,"Gozée","Oui","Thuin","Hainaut"
6536,"Donstiennes","Oui","Thuin","Hainaut"
6536,"Thuillies","Oui","Thuin","Hainaut"
8700,"Tielt","Non","Tielt","Flandre Occidentale"
8700,"Aarsele","Oui","Tielt","Flandre Occidentale"
8700,"Kanegem","Oui","Tielt","Flandre Occidentale"
8700,"Schuiferskapelle","Oui","Tielt","Flandre Occidentale"
3390,"Houwaart","Oui","Tielt-Winge","Brabant Flamand"
3390,"Sint-Joris-Winge","Oui","Tielt-Winge","Brabant Flamand"
3390,"Tielt","Oui","Tielt-Winge","Brabant Flamand"
3391,"Meensel-Kiezegem","Oui","Tielt-Winge","Brabant Flamand"
3300,"Tienen","Non","Tienen","Brabant Flamand"
3300,"Bost","Oui","Tienen","Brabant Flamand"
3300,"Goetsenhoven","Oui","Tienen","Brabant Flamand"
3300,"Hakendover","Oui","Tienen","Brabant Flamand"
3300,"Kumtich","Oui","Tienen","Brabant Flamand"
3300,"Oorbeek","Oui","Tienen","Brabant Flamand"
3300,"Oplinter","Oui","Tienen","Brabant Flamand"
3300,"Sint-Margriete-Houtem","Oui","Tienen","Brabant Flamand"
3300,"Vissenaken","Oui","Tienen","Brabant Flamand"
4557,"Tinlot","Non","Tinlot","Liege"
4557,"Abée","Oui","Tinlot","Liege"
4557,"Fraiture","Oui","Tinlot","Liege"
4557,"Ramelot","Oui","Tinlot","Liege"
4557,"Seny","Oui","Tinlot","Liege"
4557,"Soheit-Tinlot","Oui","Tinlot","Liege"
6730,"Tintigny","Non","Tintigny","Luxembourg"
6730,"Bellefontaine","Oui","Tintigny","Luxembourg"
6730,"Rossignol","Oui","Tintigny","Luxembourg"
6730,"Saint-Vincent","Oui","Tintigny","Luxembourg"
